,Brand,Product,UserName,Recommend,PostDate,Review,Rating,SkinCond,Age,positivity,clean_text
1743,Wardah,Acnederm Night Treatment Moisturizer,nensyoksivia,Recommend,2020-05-03,Aku gatau ya ini ga cocok atau emang karna kulitku gakuat skincare layering yg terlalu ribet. Tapi tiap abis pake ini jadi bruntusan. Jadi aku stop dan aku pakenya ke leher. Karna sayang aja dibuang masi banyak cuy🥺 texture nya agak lengket dan susah nyerep sih,3,Combination,19 - 24,0,gatau ya ga cocok emang karna kulit gakuat skincare layering yg ribet abis pake bruntusan stop pakenya leher karna sayang aja buang mas cuy texture nya lengket susah nyerep sih
1744,Wardah,Acnederm Night Treatment Moisturizer,Salsabilla88,Recommend,2020-05-03,"Moisturizer ini mnurut aku bagus sih. Efeknya bikin lembab. Aku lebih suka night cream ini dr pada yg day cream. Terus juga baunya enak bagi aku. Hasil di wajah yaa lembab, trus rada2 glowing, dan kata temen aku muka akj jg lebih cerahan. Soalnya dulu buluk banget. Lol. ... Read more",4,Combination,18 and Under,1,moisturizer mnurut bagus sih efek bikin lembab suka night cream dr yg day cream bau enak hasil wajah yaa lembab trus rada glowing temen muka akj jg cerah buluk banget lol read more
1745,Wardah,Acnederm Night Treatment Moisturizer,miayuliana,Recommend,2020-05-02,Produk ini lebih mois drpd yg day moisturizernya. Teksturnya lebih mudah di blend yang berwarna bening agak putih. Wanginya gajadi masalah. Aku udah pake 2x dan hasilnya biasa aja tidak mempengaruhi jerawat2 di muka tapi ga bikin parah juga. Pertama kali pemakaian ngga ... Read more,4,Oily,19 - 24,1,produk mois drpd yg day moisturizernya tekstur mudah blend warna bening putih wangi gajadi udah pake x hasil aja pengaruh jerawat muka ga bikin parah kali pakai ngga read more
1746,Wardah,Acnederm Night Treatment Moisturizer,Blackpearl94,Recommend,2020-04-29,Aku pakai moisturizer ini sebagai base Setelah pakai serum dan sebelum pakai BB cream so far sih bagus agak terkontrol untuk sabun atau bruntusannya tapi nggak membuat jerawatan nya berhenti sih cuman kulit lebih moist,4,Oily,25 - 29,1,pakai moisturizer base pakai serum pakai bb cream so far sih bagus kontrol sabun bruntusannya nggak jerawat nya henti sih cuman kulit moist
1747,Wardah,Acnederm Night Treatment Moisturizer,repakustipia,Recommend,2020-04-29,"kemasan tube ga mudah tumpah, travel friendlh, efeknya selama pemakaian 3 tahun setiap malam pakai ini wajah saya : kenyal, beruntusan hilang, agak mengkilap (inikah glowing ?), lebih cerah ga kusam, lembab, jerawat mengecil, pas liat di cermin ""ini wajah terlihat sehat ... Read more",5,Normal,25 - 29,1,kemas tube ga mudah tumpah travel friendlh efek pakai malam pakai wajah kenyal beruntus hilang kilap glowing cerah ga kusam lembab jerawat pas liat cermin wajah lihat sehat read more
1748,Wardah,Acnederm Night Treatment Moisturizer,riztiindriyaa,Not Recommend,2020-04-24,Aku pake ini gatau kenapa yaaaaa keknya berat di kulit gitu teksturnya iya sih awalnya bikin alus kalo abis ngolesin ini ke muka cuma tiap bangun tidur selalu ada jerawat baru makanya abis itu aku hentikan huhuhu,3,Oily,19 - 24,0,pake gatau yaaaaa kek berat kulit gitu tekstur iya sih bikin alus kalo abis ngolesin muka bangun tidur jerawat abis henti huhuhu
1749,Wardah,Acnederm Night Treatment Moisturizer,morasukma,Recommend,2020-04-24,"wangi produk ini seger dan light banget pas di apply berasa adem karena teksturnya lotion agak gel gitu dan ringan lumayan menenangkan jerawat aku yang lagi meradang walaupun ngempesin jerawatnya rada lama, inj cukup melembabkan cepet meresap juga",4,Combination,19 - 24,1,wangi produk seger light banget pas apply asa adem tekstur lotion gel gitu ringan lumayan tenang jerawat radang ngempesin jerawat rada inj melembabkan cepet resap
1750,Wardah,Acnederm Night Treatment Moisturizer,rzknramalia,Recommend,2020-04-21,Wardah Acnederm Night Treatment Moisturizer -Bantu kurangi minyak berlebih di kulit❓(kulit ku kering yaa tp aku merasakan ini biasa aja sih utk masalah minyak diwajah) -Mengandung vitamin C yang dikenal bantu menutrisi kulit❓(mungkin iya -Bantu mencerahkan kulit wajah ... Read more,4,Dry,19 - 24,1,acnederm night treatment moisturizer bantu minyak kulit kulit ku kering yaa tp aja sih utk minyak wajah kandung vitamin c kenal bantu nutrisi kulit mungkin iya bantu cerah kulit wajah read more
1751,Wardah,Acnederm Night Treatment Moisturizer,Ditaamalia08,Recommend,2020-04-20,"pertama sempet ragu waktu nyoba, cuman aku disaranin tanteku buat nyoba katanya bagus buat aku yang lagi jerawatan, pas nyoba sekali aja besoknya udah keliatan cerah gitu mukanya dan lembab juga ngurangin minyak di T-zone aku, dan jerawatku cepet keringnya, seneng bange ... Read more",5,Combination,19 - 24,1,sempet ragu nyoba cuman disaranin tante nyoba bagus jerawat pas nyoba aja besok udah liat cerah gitu muka lembab ngurangin minyak tzone jerawat cepet kering neng bange read more
1752,Wardah,Acnederm Night Treatment Moisturizer,husnamaulidya,Recommend,2020-04-12,"tekstur lumayan kental, tp mudah menyerap. ada baunya kayak apa ya, aku jg gak ngeh tp gaasing gitu, ga mengganggu juga. untuk efeknya aku gabegitu ngeliat ya dia bisa nyembuhin jeawat atau ga krn pas aku make lg gaada jerawat. kalo untuk beruntusan hilang dikit2. efek ... Read more",3,Combination,19 - 24,0,tekstur lumayan kental tp mudah serap bau kayak ya jg gak ngeh tp gaasing gitu ga ganggu efek gabegitu ngeliat ya nyembuhin jeawat ga krn pas make lg gaada jerawat kalo beruntus hilang dikit efek read more
1753,Wardah,Acnederm Night Treatment Moisturizer,nica_lea,Recommend,2020-04-03,"Ini sih mantul banget di aku, dulu wajah aku jerawatan dan cari nightcream atau night moisturizer yang cocok itu susah banget karna takut gak cocok dan nimbulin jerawat. But this product is my life saver. Aku pake ini sempet repurchase ampe 3 tube sebelum beralih ke war ... Read more",5,Combination,19 - 24,1,sih mantul banget wajah jerawat cari nightcream night moisturizer cocok susah banget karna takut gak cocok nimbulin jerawat but this product is my life saver pake sempet repurchase ampe tube alih war read more
1754,Wardah,Acnederm Night Treatment Moisturizer,mathbae,Not Recommend,2020-03-30,so so banget sih pas aku pake produk ini. jadi walaupun aku kasih bintang 4/5 tapi aku ga begitu nyaranin ke orang lain. fyi aku normal and non acne prone. dan produk ini cuma kayak melembabkan aja. duh bingung karna aku gaada bekas jerawat. bingung juga sama teksturnya ... Read more,4,Normal,25 - 29,1,so so banget sih pas pake produk kasih bintang ga nyaranin orang fyi normal and non acne prone produk kayak melembabkan aja duh bingung karna gaada bekas jerawat bingung tekstur read more
1755,Wardah,Acnederm Night Treatment Moisturizer,ilmiwz,Recommend,2020-03-21,"night cream ini bagus untuk wajah yang tidak sedang berjerawat alias tinggal bekasnya aja karna kalo di jerawat nya emang ngga terlalu ngaruh, dia ngaruh untuk menyamarkan bekas jerawat tapi agak lama kerjanya, dia gel ringan banget tapi ngga terlalu watery",4,Combination,19 - 24,1,night cream bagus wajah jerawat alias tinggal bekas aja karna kalo jerawat nya emang ngga ngaruh ngaruh samar bekas jerawat kerja gel ringan banget ngga watery
1756,Wardah,Acnederm Night Treatment Moisturizer,Selviana21,Recommend,2020-03-18,"Wuaaa enakkk banget, pengganti krim malem dari pond's yang udah jarang aku temui di mana2. Gel gituu, melembabkan, dan yang terpenting ga bikin breakout. Murahh, enak,cintaa pokoknya 😂😂 Kalau krim siangnya malah zonk dimuka ku, Next aku mau cobain toner nya semoga coc ... Read more",5,Combination,18 and Under,1,wuaaa enakkk banget ganti krim malem ponds udah jarang temu gel gituu melembabkan ga bikin breakout murahh enakcintaa pokok  krim siang zonk muka ku next cobain toner nya moga coc read more
1757,Wardah,Acnederm Night Treatment Moisturizer,cherry90,Recommend,2020-03-14,"gak pernah punya pengalaman baik tentang produk produk wardah,cuma krn nyaripelembab buat malam yg bs ngekunci serum tp yg khusus acne gt,tiba tiba liat ini jd kepincut.gk pny ekspektasi apapun so far udah 1 minggu pemakaian g bkin break out,gelnya adem,teksturnya jg ri ... Read more",4,Dry,25 - 29,1,gak alam produk produk wardahcuma krn nyaripelembab malam yg bs ngekunci serum tp yg khusus acne gttiba liat jd kepincutgk pny ekspektasi so far udah minggu pakai g bkin break outgelnya ademteksturnya jg ri read more
1758,Wardah,Acnederm Night Treatment Moisturizer,isramirajgita,Recommend,2020-03-14,"pake ini ketika jerawat lg radang bgt karena lepas dari cream dokter, ganyangka yg nyembuhin ternyata jd si produk ini. skincare aku bener2 pake ini doang pagi dan malem dan bikin wajah aku jd lumayan bgt dan cenderung tinggal bekas bekas jerawatnya aja. kemasannya tube ... Read more",5,Oily,19 - 24,1,pake jerawat lg radang bgt lepas cream dokter ganyangka yg nyembuhin nyata jd si produk skincare bener pake doang pagi malem bikin wajah jd lumayan bgt cenderung tinggal bekas bekas jerawat aja kemas tube read more
1759,Wardah,Acnederm Night Treatment Moisturizer,Divafaradhilah,Recommend,2020-03-09,"Produk yang sangatt bestt menurut akuu, baru pakai 1 hari aja udh keliatan hasilnya dimuka aku, muka aku sih tipe berminyak dan berjerawat dann didahi tu ada bruntusan tpi ga banyak sih trus ps aku kasih wowwnya paginya udh kempes, dan mala buat kulit aku jdi lebih bers ... Read more",5,Combination,18 and Under,1,produk sangatt bestt akuu pakai aja udh liat hasil muka muka sih tipe minyak jerawat dann dahi tu bruntusan tpi ga sih trus ps kasih wowwnya pagi udh kempes mala kulit jdi bers read more
1760,Wardah,Acnederm Night Treatment Moisturizer,Wilujengretno,Recommend,2020-03-06,"produknya b aja cenderung ke so far so good. pas aku lg ga break out tuh cenderung mgejaga biar ga kejadian. sedangkan pas lg bo itu nge hydrate muka biar ga makin"" jerawatnya ttp stay calm. spf nya lemayan kecil, cuma 19/23 lupa. kalo dibikin 30 mungkin bagus, pelembab ... Read more",4,Oily,19 - 24,1,produk b aja cenderung so far so good pas lg ga break out tuh cenderung mgejaga biar ga pas lg bo nge hydrate muka biar ga jerawat ttp stay calm spf nya layan lupa kalo bikin bagus pelembab read more
1761,Wardah,Acnederm Night Treatment Moisturizer,2569,Recommend,2020-03-05,"kalau dibandingkan antara yang siang dan malam, aku lebih suka yang ini. lebih kearah teksturnya yang emang lembut, kukira bakal berdampak ke bekas jerawat, ternyata enggak terlalu wkwkwk, but aku suka banget makenya, ada efek ademnya ngitu",4,Combination,19 - 24,1,banding siang malam suka arah tekstur emang lembut dampak bekas jerawat nyata wkwkwk but suka banget makenya efek adem ngitu
1762,Wardah,Acnederm Night Treatment Moisturizer,denintandara,Recommend,2020-03-02,"Moist ini recomended bgt buat acne prone skin, dipakenya pas sebelum tidur, pas bangun2 muka bakalan keliatan glowing sehat. Aku udah pake sekitar 4 bulan (3x repurchase), efek jangka panjangnya bikin kulit yg ada bekas jerawatnya terasa lebih halus dan kenyal",5,Combination,19 - 24,1,moist recomended bgt acne prone skin dipakenya pas tidur pas bangun muka liat glowing sehat udah pake x repurchase efek jangka bikin kulit yg bekas jerawat asa halus kenyal
1763,Wardah,Acnederm Night Treatment Moisturizer,Putmstdzyh,Not Recommend,2020-02-16,"Warnanya putih dan thick, kukira kerjanya bakal ngelembapin banget dan disitulah mulai mengurangi jerawat, ternyata ngga. Meskipun thick memang gampang banget di blend karena hampir kayak balm gitu teksturnya, tapi karena itu mungkin ngga cocok, berat di kulitku yang ko ... Read more",3,Combination,19 - 24,0,warna putih thick kerja ngelembapin banget situ jerawat nyata ngga thick gampang banget blend kayak balm gitu tekstur ngga cocok berat kulit ko read more
1764,Wardah,Acnederm Night Treatment Moisturizer,Tatyana12,Recommend,2020-02-13,"dari beberapa acne series wardah aku cukup suka sama ini, gatau kenapa enak banget gitu kalo di pake adem.. untuk baunya enak ga menyengat. Aku pernah pake satu paket produk wardah acnederm selama kurleb 8bulan dan hasilnya wajah aku ga gampang jerawatan, jerawatan pas ... Read more",4,Oily,18 and Under,1,acne series suka gatau enak banget gitu kalo pake adem bau enak ga sengat pake paket produk acnederm kurleb hasil wajah ga gampang jerawat jerawat pas read more
1765,Wardah,Acnederm Night Treatment Moisturizer,RaniHaerani,Recommend,2020-02-04,bentuknya gel dingin dan wanginya lumayan suka sih. dia bikin jerawat gede jd ngempesin gitu. tp klo pakainya gk teratur jerawat langsung datang kalo di aku. intinya klo pgn lebih bagus hasilnya harus pakai serangkaian wardah acnederm semuanya ya. tp jujur aja aku lg pa ... Read more,3,Combination,19 - 24,0,bentuk gel dingin wangi lumayan suka sih bikin jerawat gede jd ngempesin gitu tp klo pakai gk atur jerawat langsung kalo inti klo pgn bagus hasil pakai rangkai acnederm ya tp jujur aja lg pa read more
1766,Wardah,Acnederm Night Treatment Moisturizer,mayanswr,Recommend,2020-01-30,"Night cream pertama aku! Konsistensi nya lebih tebel drpd Day Cream nya, tp masih mudah buat di ratain. Lembab banget & kalau rajin pake lumayan jerawat2 jadi jarang nongol, paling nongol 1-2 aja. Bekas jerawat juga agak pudar walau ga seutuhnya. Kalau rajin pake besok ... Read more",4,Combination,19 - 24,1,night cream konsistensi nya tebel drpd day cream nya tp mudah ratain lembab banget rajin pake lumayan jerawat jarang nongol nongol aja bekas jerawat pudar ga utuh rajin pake besok read more
1767,Wardah,Acnederm Night Treatment Moisturizer,tya_fauzan,Not Recommend,2020-01-28,oke...salah 1 acne seriesnya wardah yang akhirnya aku jadiin pelembab di tangan dan kaki. sebab setlah pake ini paginya muka penuh dg jerawat kecil2...bs dipecahin sih. awalnya aku kira purging..selama seminggu tiap pagi muncul lagi dan lagi. okeh bye...drpd mubadzir ak ... Read more,1,Combination,30 - 34,-1,okesalah acne seriesnya jadiin pelembab tangan kaki set pake pagi muka penuh dg jerawat kecilbs dipecahin sih purgingselama minggu pagi muncul okeh byedrpd mubadzir ak read more
1768,Wardah,Acnederm Night Treatment Moisturizer,rismaiskandar,Recommend,2020-01-27,"My holly grail! Pertama x pake waktu jerawat2 besar, merah, gatal muncul di daerah dagu kemudian nyebar ke area sisi pipi. Dalam seminggu jerawat udah mengempis, yg mau tumbuh pun ga jd tumbuh 😍 Sebulan pemakaian, wajah jd lebih moist, bekas2 jerawat pudar, dan lebih c ... Read more",5,Dry,30 - 34,1,my holly grail x pake jerawat merah gatal muncul daerah dagu nyebar area sisi pipi minggu jerawat udah kempis yg tumbuh ga jd tumbuh  pakai wajah jd moist bekas jerawat pudar c read more
1769,Wardah,Acnederm Night Treatment Moisturizer,Nana_96,Not Recommend,2020-01-24,"Di kulit wajahku enggak cocok. Terasa berminyak dan saat dipakai beberapa hari malah muncul jerawat yang susah dihilangkan. Aku pikir mungkin itu reaksinya belum terlihat, tapi semakin dipakai malah kulitku terlihat kusam. Alhasil produknya aku simpan doang. bingung, ma ... Read more",3,Combination,19 - 24,0,kulit wajah cocok asa minyak pakai muncul jerawat susah hilang pikir reaksi lihat pakai kulit lihat kusam alhasil produk simpan doang bingung ma read more
1770,Wardah,Acnederm Night Treatment Moisturizer,missdutju,Not Recommend,2020-01-16,"coba pake ini niatnya untuk memulihkan mukaku yg jrawatan, BO, kayanya skin barrier aku rusak gara2 pake exfo toner dr cosrx. yauda slama pake kurg lebih udh 2blnn, utk bekas jrwt lmyn menyamarkan, lmyn ngelembapin jg. tp utk mencegah timbulnya jrwt lg, ngga ngefek sih. ... Read more",3,Oily,25 - 29,0,coba pake niat pulih muka yg jrawatan bo kaya skin barrier rusak gara pake exfo toner dr yauda slama pake kurg udh blnn utk bekas jrwt lmyn samar lmyn ngelembapin jg tp utk cegah timbul jrwt lg ngga ngefek sih read more
1771,Wardah,Acnederm Night Treatment Moisturizer,kartikamerdeka,Not Recommend,2020-01-16,Saya mau jual produk ini bekas dipake 1x...muka saya breakout gr2 pake ini.....saya jual 15 rb...minat?? Wa aja 089512125868..........................................................saya beli di store exp : 13/03/2021,2,Normal,19 - 24,-1,jual produk bekas dipake xmuka breakout gr pake inisaya jual rbminat wa aja beli store exp
1772,Wardah,Acnederm Night Treatment Moisturizer,akeclara,Recommend,2020-01-13,"bagus, ngebantu bersihin bekas bekas jerawat. jerawat batu si dimukaku. tapi dimuka ku tetep kusam makek ini. temenku yang dulunya berjerawat banyak, makek ini jadi mulus dan makin cerah..............",4,Combination,19 - 24,1,bagus ngebantu bersihin bekas bekas jerawat jerawat batu si muka muka ku tetep kusam makek temenku dulunya jerawat makek mulus cerah
1773,Wardah,Acnederm Night Treatment Moisturizer,alianafs,Recommend,2020-01-11,beli ini karena pengen memberantas jerawat di muka dan emang pengennya tuh produk lokal yg affordable. tekstur krimnya agak thick gitu jd pas dipakein ke muka jd basah n berat tp i don't mind karena dibawa tidur ini kan.. trus efeknya lumayan banget lho di aku kalo mau ... Read more,4,Normal,25 - 29,1,beli ken berantas jerawat muka emang ken tuh produk lokal yg affordable tekstur krim thick gitu jd pas dipakein muka jd basah n berat tp i dont mind bawa tidur trus efek lumayan banget lho kalo read more
1774,Wardah,Acnederm Night Treatment Moisturizer,lintangrahina23,Recommend,2020-01-02,"beli doi karna reviewnya bilang bisa ngilangin bekas jerawat. tapi yg aku rasain selama pake dia itu bisa ngecalming kulit wajah yg kemerahan atau lagi breakout, sama kalo misal ada jerawat aktif aku totol sedikit tebel besokannya sedikit mengempes. Teksturnya cream to ... Read more",4,Combination,18 and Under,1,beli doi karna reviewnya bilang ngilangin bekas jerawat yg rasain pake ngecalming kulit wajah yg merah breakout kalo jerawat aktif totol tebel besok kempes tekstur cream to read more
1775,Wardah,Acnederm Night Treatment Moisturizer,nlannisa,Recommend,2019-12-16,"Hampir sama sih sama yang day moisturizernya. Dia ga bikin lengket lengket di wajah, dan bikin muka berasa agak sehat gitu kalau tiap pagi bangun. Dan kalau menurut produknya bisa buat acne, kalo menurut aku sih ga ngaruh ya di jerawat aku. Biasa aja sih, tapi bagus bua ... Read more",4,Combination,25 - 29,1,sih day moisturizernya ga bikin lengket lengket wajah bikin muka asa sehat gitu pagi bangun produk acne kalo sih ga ngaruh ya jerawat aja sih bagus bua read more
1776,Wardah,Acnederm Night Treatment Moisturizer,yuliaintan1,Not Recommend,2019-11-22,beli ini karena keracunan. awal pake fine fine aja setelah beberapa hari langsung jerawatan. kukira karena penyesuaian. aku lanjut pakai jerawat makin banyak. hmm sudah kuduga pasti nggak cokok. padahal msih banyak,2,Oily,18 and Under,-1,beli racun pake fine fine aja langsung jerawat sesuai pakai jerawat hmm duga nggak cokok msih
1777,Wardah,Acnederm Night Treatment Moisturizer,deranggo,Recommend,2019-11-19,"-harga 20 ribuan dan dapet 40 gr. -tekstur gel tapi lembabnya dapet bgt. Ga kaya gel lain yg bisa 'kering'. Suka banget sih sm tekstur dan lembabnya👍 -lembab tp ringan jd pake di AM pun tak masalah -klaim ke jerawatnya ga begitu berasa, utk kalemin ada sih tp utk mudar ... Read more",5,Normal,19 - 24,1,harga ribu dapet gr tekstur gel lembabnya dapet bgt ga kaya gel yg kering suka banget sih sm tekstur lembabnya lembab tp ringan jd pake am klaim jerawat ga asa utk kalemin sih tp utk mudar read more
1778,Wardah,Acnederm Night Treatment Moisturizer,asyaatp,Recommend,2019-11-16,"SUKA BANGET!!! Aku pake ini di pagi/siang hari juga jadinya baru sebulan 2 minggu ini udah mo abis :') Dia cukup nahan minyak, bikin jerawat jadi lebih kalem juga gitu. But I think it really works that well because of the little help from other Acnederm products! Nyesel ... Read more",5,Oily,19 - 24,1,suka banget pake pagisiang minggu udah mo abis nahan minyak bikin jerawat kalem gitu but i think it really works that well because of the little help from other acnederm products nyesel read more
1779,Wardah,Acnederm Night Treatment Moisturizer,dantyps,Not Recommend,2019-11-15,"moist ini bener2 bisa nahan minyak apalagi di bagian t zone. setelah pake ini muka jd lebih halus dan tetep lembab, tapi dia bikin jerawat di pipiku jadi aku kadang make ini hanya di bagian t zone sajaa",3,Combination,19 - 24,0,moist bener nahan minyak t zone pake muka jd halus tetep lembab bikin jerawat pipi kadang make t zone sajaa
1780,Wardah,Acnederm Night Treatment Moisturizer,eiline18,,2019-11-14,"teksturnya gel bening butek gitu, cepet bgt nyerapnya enak bgt dipakenya buat jd.pelembab malem, kalo muka.lagi agak rewel pake ini dia lumayan soothing, dan kalo pake ini paginya muka ga greasy bgt gitu tapi.gak kering juga.. Luvv!",5,Oily,19 - 24,1,tekstur gel bening butek gitu cepet bgt nyerapnya enak bgt dipakenya jdpelembab malem kalo mukalagi rewel pake lumayan soothing kalo pake pagi muka ga greasy bgt gitu tapigak kering luvv
1781,Wardah,Acnederm Night Treatment Moisturizer,yrwe91,Not Recommend,2019-10-25,"Aku pakai krim ini karena disaranin sama spgnya, jadi aku akhirnya beli semua produk acnederm series. Kalau pakai rutin bikin kulit gak terlalu kering, tetap lembab, dan gak kemerahan. Aku pakai sedikit aja karena sudah pakai boosternya wardah yang bikin kulit lembab. ... Read more",3,Oily,25 - 29,0,pakai krim disaranin spgnya beli produk acnederm series pakai rutin bikin kulit gak kering lembab gak merah pakai aja pakai boosternya bikin kulit lembab read more
1782,Wardah,Acnederm Night Treatment Moisturizer,Larassahaja,Recommend,2019-10-18,"✔️Teksturenya cream yg bentuknya gaa thick tp mirip balsem,unik banget. ✔️Pas diswipe ke muka langsung lumer dan gampang diratakan. ✔️Aromanya segar dan gaa nyengat. ✔️ packaging nya travel friendly banget ✔️ harganya terjangkau ✔️ lembabnya pas untuk kulit mukaku d ... Read more",4,Combination,30 - 34,1,teksturenya cream yg bentuk gaa thick tp balsemunik banget pas diswipe muka langsung lumer gampang aroma segar gaa nyengat  packaging nya travel friendly banget  harga jangkau  lembabnya pas kulit muka d read more
1783,Wardah,Acnederm Night Treatment Moisturizer,sekarayoey,Recommend,2019-10-16,"Cukup melembabkan di malam hari. Night cream ini mudah diratakan dan cepat meresap. Kalau bisa mencerahkan sih, ngga ya... pun tidak bisa mengurangi jerawat juga. Ya night cream yang ringan untuk wajah yang berjerawat sih. So far, lumayan mengurangi sebum di pagi hariny ... Read more",4,Oily,25 - 29,1,melembabkan malam night cream mudah cepat resap cerah sih ngga ya jerawat ya night cream ringan wajah jerawat sih so far lumayan sebum pagi hariny read more
1784,Wardah,Acnederm Night Treatment Moisturizer,Yuli35,Recommend,2019-10-12,suka banget sama produk ini. bikin wajah aku lembut dan kemerahan jerawat dikit sedikit mulai hilang dalam pemakaian semingguan. reccomended pokoknya. untuk kulit kombinasi berminyak insyaallah bakal cocok💜💜💜,5,Combination,18 and Under,1,suka banget produk bikin wajah lembut merah jerawat dikit hilang pakai minggu reccomended pokok kulit kombinasi minyak insyaallah cocok
1785,Wardah,Acnederm Night Treatment Moisturizer,TienWartini,Recommend,2019-10-11,"beli ini awal nya wajah ku lagi breakout, si mba yg jaga nyaranin pake ini. ngelembabin ok. tekstur nya lumayan buat cream malam. tapi hasil nya, gak nambahin jerawat, gak juga ngurangin. apalagi buat bekas jerawat nya gak keliatan ada perubahan.. jadi aku simpen aja d ... Read more",3,Combination,25 - 29,0,beli nya wajah ku breakout si mba yg jaga nyaranin pake ngelembabin ok tekstur nya lumayan cream malam hasil nya gak nambahin jerawat gak ngurangin bekas jerawat nya gak liat ubah simpen aja d read more
1786,Wardah,Acnederm Night Treatment Moisturizer,widapo,Recommend,2019-10-10,"Beli krn suka sama warna pd packagingnya, BIRU LUV💙 ngelembapin? hm lumayan. ini jg ngeklaim katanya bisa memudarkan bekas jrwt but for me nope, g ngaruh apa2 sma bekas jrwt di wajah aku. mencerahkan? yes, but butuh wktu yg lumayan lama bru keliatan agak cerahan. yg tr ... Read more",3,Oily,19 - 24,0,beli krn suka warna pd packagingnya biru luv ngelembapin hm lumayan jg ngeklaim pudar bekas jrwt but for me nope g ngaruh sma bekas jrwt wajah cerah yes but butuh wktu yg lumayan bru liat cerah yg tr read more
1787,Wardah,Acnederm Night Treatment Moisturizer,AmeliaMew,Recommend,2019-10-08,"Aku baru pake sekarang-sekarang sih, ini jadi pelembab malam yang aku pake saat ini. Sangat melembabkan di wajah. Jerawat masih terkontrol. Abis bangun tidur, wajah masih terasa lembab dan kenyal. Untuk klaim memudarkan noda jerawat dan mencerahkan, aku belum ngerasa. T ... Read more",4,Combination,25 - 29,1,pake sekarangsekarang sih pelembab malam pake melembabkan wajah jerawat kontrol abis bangun tidur wajah asa lembab kenyal klaim pudar noda jerawat cerah ngerasa t read more
1788,Wardah,Acnederm Night Treatment Moisturizer,NikenOctav31,Recommend,2019-10-01,"over all gak terlalu bermasalah pakai wardah acne derm yg night treatment ini, memang agak lebih lembab setelah pakai ini, utk urusan jerawat nya blm terlalu ampuh bgt sih, semoga cocok utk seterusnyaaa",4,Combination,19 - 24,1,over all gak pakai acne derm yg night treatment lembab pakai utk urus jerawat nya blm ampuh bgt sih moga cocok utk seterusnyaaa
1789,Wardah,Acnederm Night Treatment Moisturizer,auraafira,,2019-09-28,"aku rada suka dan tidak suka sih sama produk ini. dia moisturizer malem pertama aku. aku tertarik karena ada unsur unsur buat acne gitu. tapi ternyata.. make ini bikin muka kusem dan minyakan parah pas bangun tidur. aku make dia sama booster wardha yang seaweed, sama sa ... Read more",3,Combination,19 - 24,0,rada suka suka sih produk moisturizer malem tarik unsur unsur acne gitu nyata make bikin muka kusem minyak parah pas bangun tidur make booster wardha seaweed sa read more
1790,Wardah,Acnederm Night Treatment Moisturizer,Chintyap,Not Recommend,2019-09-24,"Awalnya lagi ada masalah sama yg namanya bekas jerawat. Terus si mbak yang jaga nyaranin ini buat ngurangin bekas jerawat, tapi kenyataannya malah gak ngaruh sama sekali buat bekas jerawat. Tapi ini emang bagus sih buat ngelembapin kulit, cuma paginya jadi minyakan gtu",3,Combination,18 and Under,0,yg nama bekas jerawat si mbak jaga nyaranin ngurangin bekas jerawat nyata gak ngaruh bekas jerawat emang bagus sih ngelembapin kulit pagi minyak gtu
1791,Wardah,Acnederm Night Treatment Moisturizer,Sarahsiadarii,,2019-09-22,"Ini aku beli karena penasaran ada unsur acne nya. tapi setelah coba sampe 1 tube aku baru sadar mukaku ternyata jadi kusam dan minyakan bgt pas bangun pagi pake inii. tapi untungnya nggak ada efek yg gmn2 si di muka ku. ngga ngurangin jerawat, tapi nggak nambahin juga.",3,Oily,19 - 24,0,beli penasaran unsur acne nya coba sampe tube sadar muka nyata kusam minyak bgt pas bangun pagi pake untung nggak efek yg gmn si muka ku ngga ngurangin jerawat nggak nambahin
1792,Wardah,Acnederm Night Treatment Moisturizer,Yumna17,,2019-09-21,coba krim malemnya aq kira bakalan ngrasa panas or clekit2 ternyata gak cma krasa muka lebih lembab jja klo make ini pas mo tidur teksturnya yg gel cepet nyerep cma klo abis pke ini kulit kyak kliatan kinclong minyakan gtu pas paginya bagian T zone msh berminyak wlwpun ... Read more,3,Combination,25 - 29,0,coba krim malemnya aq ngrasa panas or clekit nyata gak cma krasa muka lembab jja klo make pas mo tidur tekstur yg gel cepet nyerep cma klo abis pke kulit kyak kliatan kinclong minyak gtu pas pagi t zone msh minyak wlwpun read more
1793,Wardah,Acnederm Night Treatment Moisturizer,sakura21,,2019-09-10,bagus sih pertama kali pake terasa lembab gitu jadi paginya enak tapi gak ad perubahan sih bukan gak ad cuma sedikit2 gak terlalu banyak .enak deh ketika kamu pakai product tersebut gak nyesel sih . di rek sama embaknya sendiri,5,Oily,19 - 24,1,bagus sih kali pake asa lembab gitu pagi enak gak ad ubah sih gak ad gak enak deh pakai product gak nyesel sih rek embak
1794,Wardah,Acnederm Night Treatment Moisturizer,Firmas,,2019-09-05,"Gatau kenapa pake ini muka malah tambah ancur,semakin berminyak,para komedo,beruntusan dan jerawat ngumpul semua diwajahku.Pokoknya breakout parah Aku mau preloved ini kondisi -+95% wa 085872827867 atau dishopee firmasaldiyuliar",1,Oily,18 and Under,-1,gatau pake muka ancursemakin berminyakpara komedoberuntusan jerawat ngumpul diwajahkupokoknya breakout parah preloved kondisi wa dishopee firmasaldiyuliar
