Brand,Product,UserName,SkinCond_Age,Recommend,PostDate,Review,Rating
Charis,M+ Madecassoside Cica Cream,TomieCelia,"Combination, 19 - 24",TomieCelia recommends this product!,26 Jun 2020,"(SOLD) Sebenarnya produk bagus, cepet banget menyerapnya plus tidak lengket. Tapi karena kulit aku punya alergi kulit ampe sekarang belum nemu yang cocok di kulit aku. Pengen berhenti dari produk dokter, tapi masih tidak nemu yg cocok",3
Charis,M+ Madecassoside Cica Cream,wita89,"Combination, 30 - 34",wita89 recommends this product!,25 Jun 2020,"awalnya msih setia makai pelembab yg biasanya, kracunan ini krna mlht riview dr.puspitamayangsari, kulitq glowing, jrawat jga kalem bgd, pokoknya the best ini pelembab, cocok bt acne prone ataupun kulit yg sensitive gk takut lagi klo ada jrawat soalnya biasanya lama jrw ... Read more",5
Charis,M+ Madecassoside Cica Cream,raniarh,"Oily, 19 - 24",raniarh recommends this product!,25 Jun 2020,"( SOLD) PRELOVED punya ku masih banyak alasan jual karena ganti rangkaian skincare, beli 235k aku jual rugi aja 150k shopee juga bisa ya biar aman, ini bagus buat lembabin apalagi kalau kulit meradang pelembab ini bisa nenangin karena ada kandungan cicanya",5
Charis,M+ Madecassoside Cica Cream,Amlmaulidaa,19 - 24,Amlmaulidaa recommends this product!,23 Jun 2020,"(Sold out) Pakai ini baru 1 hari dan memang bikin lembab tp ngga bikin berminyak. Cmn sayang di aku langsung beruntusan:( sedih di aku ngga cocok, pdhl liat review kak Sherly xu bagus bgt. Jd mau aku jual aja.... Terimakasih 🙏",3
Charis,M+ Madecassoside Cica Cream,indahntsh,"Dry, 19 - 24",indahntsh doesn't recommend this product!,23 Jun 2020,"aku berekspektasi tinggi dgn produk ini karna sering liat influencer2 yg nyoba ini dan hasilnya ""wow"" dan benar, bekas2 jerawat ku yg merah2 udah gk keliatan merah2 lagi, terus jerawat ku juga yg biasanya akan terlihat merah sekali di muka, pas di aplikasikan dgn produk ... Read more",3
Charis,M+ Madecassoside Cica Cream,anisaaul,"Oily, 18 and Under",anisaaul recommends this product!,23 Jun 2020,love hate relationship ama ini produk. Soalnya kalo di pake ketebelan dia bakalan nimbulin Whiteheads dan nge clogged pores. Jadi aku makenya tipisss bangett beneran. Di muka aku cukup ngelembab-in. Tapi aku mau cari moisturizer lain yang ga bikin makin berminyak di muk ... Read more,4
Charis,M+ Madecassoside Cica Cream,Triaayu,19 - 24,Triaayu recommends this product!,22 Jun 2020,Aku beli pas liat review ka puspitaa awalnya bagus tapii ga terlalu ngefek di akuu.. berharap ini cocok tpi sayang banget diaku ga works. aku mau preloved share in jar 5ml aku jual 25k ajaa kalo mau bisa chat 087774138271,4
Charis,M+ Madecassoside Cica Cream,anggieeka,"Oily, 19 - 24",anggieeka recommends this product!,22 Jun 2020,"Holy grail aku bgt nihh, ga ngerti kenapa review disini pada kurang cocok but ini moisturizer yang paling ku sukaa. Ga bikin breakout di kulitku, calming bgt bisa memudarkan redness juga. Ini udah pake tube yg kedua dan tinggal setengah😭😭😭",5
Charis,M+ Madecassoside Cica Cream,VerenEn,"Combination, 19 - 24",VerenEn doesn't recommend this product!,21 Jun 2020,"Beli cream ini krn keracunan sm influencer2 haha. Awal2 pake si ga knp2, tp lama2 malah jd bkin BO. Sedih bngttt ga cocok di akuu pdhl bnyk bngt yg cocok sm produk ini. Tp ya namanya skicare kan cocok2an kan yaa. Lucky bngt buat kalian yg cocok sm ini",2
Charis,M+ Madecassoside Cica Cream,abharinss,"Combination, 25 - 29",abharinss recommends this product!,18 Jun 2020,(SOLD) bener2 melembabkan untuk kulit kering dan sensitif. Tapi sayangnya aku tinggal d daerah yg panas sekali cuacanya dan mukaku cukup berminyak. Baru ku pake 2x. Siapa tau ada yg mau boleh hub aku di no 082123600680 thankyouu,3
Charis,M+ Madecassoside Cica Cream,Dewisrsp,19 - 24,Dewisrsp recommends this product!,18 Jun 2020,"Tertarik pakai produk ini karena liat review dr Puspita katanya bisa menghilangkan kemerahan. Akhirnya coba deh produk ini dan setelah dicoba ternyata seenak itu bisa menghilangkan kemerahan juga. Namun dikulit saya yang terlalu berminyak, produk ini menyebabkan timbuln ... Read more",4
Charis,M+ Madecassoside Cica Cream,AngelElisya,18 and Under,AngelElisya recommends this product!,17 Jun 2020,"ampuh banget dikulitku yang merah merah ini, sebagai moisturizer ini pas banget meredakan merah merahnya iya banget, oh iya aku pake ini barengan sama retinoid yang harusnya bikin kering parah, tapibini enggak dongg, sebagus ituuuuuuuuuu",5
Charis,M+ Madecassoside Cica Cream,salwasbila,"Combination, 19 - 24",salwasbila doesn't recommend this product!,17 Jun 2020,(sold) aku mau jual produknya kondisi 80% baru dipake sekitar seminggu dan original ya. ini emg bagussss bgt ngilangin kemerahan bekas jerawat besoknya langsung mendingan parah tp diaku jd numbuh jerawat☹️ kalo ada yg mau tanya produknya bisa wa aku yaa 081324149127 tha ... Read more,3
Charis,M+ Madecassoside Cica Cream,kekekeziaaa,"Oily, 18 and Under",kekekeziaaa recommends this product!,15 Jun 2020,"Sold yaaa! Halo semuanya, aku sudah pake produk ini 2 hari dan aku rasa ini teksturnya terlalu melembabkan di kulit berminyak aku jdi aku gk bs pakai tiap hari, juga kulit aku terlalu sensitif jdi ada rasa panas di pipi aku waktu aku pakai.Aku mau preloved M+ cream ini, ... Read more",3
Charis,M+ Madecassoside Cica Cream,awani0620,,awani0620 recommends this product!,12 Jun 2020,"siapapun yang jualan ini tolong kasih saya , saya cari2 ga ada padahal mau beli lagi help , ini cocok bgt di aku, redness jadi berkurang banget sedikit demi sedikit, jerawat juga kaleman dan lama2 ilang sendiri ga yang ribut jadi meradang, sesuka itu plis yang jual kasi ... Read more",5
Charis,M+ Madecassoside Cica Cream,Nurasyifah,"Combination, 19 - 24",Nurasyifah recommends this product!,12 Jun 2020,"Pertama kali pakai produk ini muka langsung berasa gatal apalagi di daerah yg banyak jerawatnya, padahal banyak juga yg cocok sama produk ini dan ada kandungan niacinamide yg berfungsi sebagai barrier untuk kulit, mungkin cocok di orang lain tapi tidak cocok disaya. Jad ... Read more",4
Charis,M+ Madecassoside Cica Cream,renraffe,"Combination, 19 - 24",renraffe recommends this product!,09 Jun 2020,"Parahh, dia nyelamatin kulit aku pas lagi dehidrasi kering ketarik dan pas banget kemerahan karna jerawat kecil 😭♥️ cinta banget deh. Awalnya pemakaian agak greasy sih tapi gak masalah di aku soalnya dia langsung ngecalming sensitifnya itu loh 👌🏼 cuma kekurangannya d ... Read more",5
Charis,M+ Madecassoside Cica Cream,wynup21,"Combination, 25 - 29",wynup21 recommends this product!,06 Jun 2020,yang ga cocok sama produk ini coba preloved ke gw aja. di gw ngaruh bgt... awal2 emng ga berasa apa2 trs jadi makin oily. tapi makin lama makin oke cuyy... ngurangin kemerahan bangeett nget nget nget nget nget ngeettt,5
Charis,M+ Madecassoside Cica Cream,putrishafiraa,"Combination, 19 - 24",putrishafiraa recommends this product!,05 Jun 2020,"❣️this is the best moisturizer ive ever used!!! ❣️awal tau produk ini dari ig drg.Puspi, beliau jg concernnya sama kaya aku yaitu acne and redness. ❣️produk ini mengandung madecassoside dan centella asiatica. kemasannya tube alumunium. ❣️teksturnya gel tp agak thick tp ... Read more",5
Charis,M+ Madecassoside Cica Cream,Dhipabebeb,19 - 24,Dhipabebeb recommends this product!,02 Jun 2020,"Awalnya beli karena liat review di youtube, emang muka aku lagi breakout habis keluar dari cream dokter tapi udah agak mendingan breakoutnya dan pengen nyoba moisturizer lain yg lebih ngefek di muka aku. dan ternyata cica cream ini baru make 5 hari an jerawat kecil2 jad ... Read more",4
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,rinjany,"Combination, 25 - 29",rinjany recommends this product!,04 Aug 2020,"Make ini barengan fcas... ini tuh di aku bikin lembab tapi muka nya ga yg berminyak, efek glowing nya berasa bgt di pemakain 1 minggu... mau abisin ini dulu, kalo abis pengen nyobain yg firming nya, mudah2an cocok juga... karena ada bacaan firming nya jadi mupeng wkakak ... Read more",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,botboteh,"Combination, 25 - 29",botboteh recommends this product!,31 Jul 2020,"suka banget deh sama tekstur moisturizer ini, a little goes a long way hahaha karena dapet sample jadi makenya dikit aja. tapi sedikit pun mampu mengcover selurih wajahku dan efek besok paginya super lembab banget. wanginya rempah banget sih, aku sendiri nggak terganggu ... Read more",4
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,elyna,"Combination, 19 - 24",elyna recommends this product!,27 Jul 2020,"bagus bikin muka halus trs lembab, aku mau preloved yg TRIAL KIT 15ml isi 4 nih cuma 150k aja, masih FULL ya krn beli 2box tp kepake 1box doang, kl mau bisa wa. thank you. (sudah SOLD) thankyouuuuuuuu",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,siscaherlina,"Combination, 30 - 34",siscaherlina recommends this product!,21 Jul 2020,Aku dapet concentrate ginseng renewing cream ex ini dari gift pembelian FCAS nya shulwasoo. Bau nya emang nyengat bgt tapi ternyata ini manfaatnya paling bagus dari rangkaian yg basic ini ibaratnya ga afdol pake fcas klo creamnya gak di pake gitu. Krn dpt gift ukurannya ... Read more,5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,monita.cecilia,"Oily, 30 - 34",monita.cecilia recommends this product!,25 May 2020,"Baru pakai 2 mingguan, so far bikin kulit wajah jadi kenyal dan terlihat sehat nggak menyebabkan jerawat walaupun teksturnya kental dan agak lengket. waktu diaplikasikan ke wajah ada sensasi calming, aroma ginsengnya lembuat nggak terlalu tajam. krimnya nggak terlalu me ... Read more",4
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,RistiKarinti,"Dry, 19 - 24",RistiKarinti recommends this product!,07 May 2020,"Baru coba jalan 2 minggu, tapi ga da efek mengecewakan dikulitku. Terlihat sehat glowing gitu. Teksturnya agak thick, agak susah nyerap dan agak lengket ya, pas apply mau ginseng nya nyegrak banget tapi sekitar 5-10 menit ga lengket dan ga bau lagi. Iseng coba olesin ke ... Read more",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,bee_hope289,"Oily, 30 - 34",bee_hope289 recommends this product!,27 Apr 2020,"gak basa basi ya, g d raguin sulwhasoo itu emang the best product skin care buat gw.. bukan berarti the best gw jg make ya (mengingat gw blum saatnya pake brand ternama itu) walaupun pengen.. hahaha.. tekstur creamny ini punya ciri khas sendiri, korea banged deh klo d c ... Read more",4
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,Peachysatan,"Oily, 25 - 29",Peachysatan recommends this product!,04 Apr 2020,"sebenernya yang aku suka adalah baunya, gingseng dan pas pijat jadi relax. tapi product ini aga tricky di kulitku yang berminyak. aku pakai tipis rata aja sih besoknya muka jadi lembut dan ringan.tapi kl kebanyakan besoknya bruntusan di pipi. memang aneh hehe",4
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,mamacica,"Normal, 25 - 29",mamacica recommends this product!,24 Mar 2020,"Tekstur cream ini kental banget, rich. Aroma gingsengnya strong banget di produk ini dibanding produk dgn rangkaian yg sama. Produk ini agak tricky buatku pakai, harus sedikiit banget. Kebanyakan malah jadi berminyak dan kusam diwajah kalau dipakai siang hari. Tapi kala ... Read more",4
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,FeliFan,,FeliFan recommends this product!,18 Feb 2020,"Bagus ada antiagingnya, beli basic kit yg small ukuran 8ml serangkaian gt ada 5 botol (essential balancing water Ex, essential balancing emilsion Ex, essensial rejuvenationg eye serum, concentrate ginseng renewing cream Ex) cm aku mw jual, yuk yg mau coba wa aku di 0818 ... Read more",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,Dumasarisspace,"Combination, 30 - 34",Dumasarisspace recommends this product!,28 Jan 2020,"nyoba produk ini karena liat videonya Mbak Affi, beli trial size dulu secara harganya bikin ngelus dada... pake pertama kok kayak berat banget yah, ah tapi gapapa kan mumpung malem bisa maksimal kasih hidrasi banyak ke kulit, paginya ngaca eh glowing banget hahahaha cak ... Read more",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,Seira18,"Dry, 19 - 24",Seira18 recommends this product!,27 Jan 2020,"Dapet ini pas penukaran point belanja di JXB, dapet 2 dong hehe penasaran bgt sama product sulwhasoo jadi aku tuker ini, ini enak banget loh, wangi gingseng nga kusuka, ini skincare anti aging, mau beli full size nya tapi nabung dulu deh, lumayan skincare anti aging unt ... Read more",4
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,angel240194,"Normal, 25 - 29",angel240194 recommends this product!,18 Jan 2020,"Sebenarnya produk ini sy sudah tau dr dlu, tp masih blom berani beli krn waktu itu umur masih d bawah 20 gaesss Jadi blom butuh skincare antiaging. Semakin bertambah nya umur ku I need antiaging skincare anyway, garis2 dekat mata tuh udh mulai kelihatan, kerutan d jidat ... Read more",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,irene_sandi,"Normal, 35 - 39",irene_sandi recommends this product!,07 Jan 2020,enak mosturizer ini. ada aroma ginsengnya. teksturnya rich ya jadi pakainya jangan terlalu banyak khawatirnya over moist. aku paduin dengan rangkaian ginseng lainnya dan hasilnya di pagi hari wajah bisa glowing,5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,ayurakhm1409,"Oily, 19 - 24",ayurakhm1409 recommends this product!,19 Dec 2019,"bagus banget banget banget, gaktau habis berapa tube trial size. aku pakai ini untuk night cream. amazing pagi2 ketika bangun tidur muka udah glowing, dan ketika di aplikasikan gak lengket memang butuh beberapa menit untuk meresap. wajib banget nyobain ini cream",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,dr_rosiana,"Oily, 30 - 34",dr_rosiana recommends this product!,06 Dec 2019,Awalnya expectasi gw ga tinggi2 amat sih krn bbrp review org2 yg kulitnya acne prone pada ga cocok pake rangkaian ginseng ini. Ternyata d gw cream ini kerjanya bagus banget. Bikin jerawat cepet reda n menghidrasi kulit dgn sangat baik.,5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,meiskevi,"Dry, 25 - 29",meiskevi recommends this product!,04 Dec 2019,"awalnya penasaran pengen nyobain produk skincare korea setelah 6 tahun pake SK**. sempet takut ngga cocok, jadi ngga mau taruh ekspektasi terlalu tinggi. eh tapi kok bagus ya hasilnya, so far puas banget pake cream ini. tapi kalo aku pakenya cuma pas malem aja, soalny ... Read more",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,Adindaqie,"Oily, 30 - 34",Adindaqie recommends this product!,02 Nov 2019,"tahun lalu saat kulitku masih dehidrasi oily beneran berasa ga cocok aja pakai krim ini,tapi sekarang bener2 jadi favorit banget,karena sekarang kulitku berubah jadi agak kering pas rasanya setelah pakai fcas,water dan serum (serangkaian dari line gingsengnya sulwhasoo ... Read more",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,ingesabiella,"Normal, 19 - 24",ingesabiella recommends this product!,26 Oct 2019,"Sebenernya kalau pakai cream tuh cocok2 an sihh, Karena kulit wajah Aku tipe nya normal .. jadi bisa bebas pakai krim apa Aja termasuk krim ini. Baru 2-3 Hari pemakaian wajah Aku terlihat lebih fresh Dan glowing walaupun gapake make up.",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,filsufabal,"Oily, 19 - 24",filsufabal recommends this product!,01 Oct 2019,"Parah sih ini bagus banget. Teksturnya ringan, gak kerasa lengket atau berat di wajah, cepet menyerap juga. Wanginya enak banget! Wangi ginseng yang kuat tapi gak nyengat, malah menenangkan. Seminggu pemakaian langsung keliatan efeknya di aku. Bikin muka aku jadi lebih ... Read more",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,alienskin,"Combination, 19 - 24",alienskin recommends this product!,29 Sep 2019,"Omg aku ngga nyangka bakal suka banget sama produk ini! Well, walaupun aku cuma pakai sample 5ml tapi efek nya itu udah kerasa banget 1 mingguan ini. Pakai sedikit aja udah bikin kulit wajahku lembap banget. Bahkan setelah pemakaian ini aku ngerasa jerawat yang biasanya ... Read more",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,dkars,"Oily, 35 - 39",,02 Sep 2019,"Suka banget ama cream ini.. awalnya aku pake cream dokter, waktu itu pengen banget lepas dari cream dokter yang aku pake, sempet deg degan sih takut ga cocok, tapi ternyata cocok banget, ga pake purging sama sekali, tekturnya enak, pakai sedikit aja muka sudah langsung ... Read more",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,Merindya,"Dry, 25 - 29",Merindya recommends this product!,23 Aug 2019,"Saya suka baunya ginseng calming, tekstur thick lama menyerap, ada efeknya setelah pemakaian satu packaging wajah tampak glowing dan kencang, next kalau ada rejeki bakal repurchase krn termasuk produk anti aging",4
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,zhaedrousss,"Dry, 30 - 34",,21 Aug 2019,Ini enak banget dipkenya dan cpt nyerep .. walaupun agak lengket dikit .. dan bau ginseng bgt wkwk.. tp hasilnya pas besok pagi diliat langsung kenyal kenyal kinclong .. apalagi klo di mix sama si super serum .. moist pake ini bwedehhhh udh dehhh .. chakepppp tu kulit . ... Read more,5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,khansagabril,"Oily, 25 - 29",,09 Aug 2019,"aku suka banget sama baunya, idk aku suka bau bau seperti ini. jujur, ini produk yg paling cocok di aku. saking cocoknya, aku gabisa ganti produk lain. sayangnya harga produk ini mahal bgt😭😭😭😭😭😭",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,Marcheliputris,"Dry, 18 and Under",,19 Jul 2019,Gak mampu beliiiiii😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,4
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,vitawd,"Normal, 25 - 29",,12 Jul 2019,"Yang bikin aku kurang nyaman dan suka sama produk ini tuh karena pas diaplikasiin kemuka rasanya bikin muka jadi kayak tebel gitu lho dan bau gingsengnya yang menurutku over jd kurang suka tapi ku akuin produk ini emang bikin lembab dan halus hasilnya, makanya untuk mas ... Read more",4
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,seravy,"Dry, 18 and Under",,11 Jul 2019,sumpahh yaa ini bagus bgt dan aku bego bener waktu itu😭 jadi dulu papa belikan aku ini yg sepaket lengkap dan katanya sih bagus padahal jaman itu aku masih gatau guna skincare apaann dan bomat sama kulit sendiri. Taunya tahun lalu dan aku pake sampe sekarang udah kadal ... Read more,5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,diana_natalia,"Dry, 30 - 34",,30 Jun 2019,"Luar biasa bikin kulitq yg kering jd lembab dan lebih kencang, secara ya udah mulai muncul wrinkle2 gt karena pengaruh usia tp sejak pake krim ini jd lebih tersamarkan dan gak kusam . Repurchase? Yaass laaah pastinya ...",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,srhnizomi,"Oily, 19 - 24",,14 Jun 2019,"MY LUVVVVVV, awal tau produk ini gara2 dikasih sample nya sama sepupu dan sampe skrg super ketagihan sama produk sulwhasoo 1 ini. Dia super thick, aku pakenya tipis2 aja dan nyerapnya ngga lama. I use this as my night time moisturizer karena dia super rich, kalo dipake ... Read more",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,mybareface,"Dry, 19 - 24",,30 May 2019,"Hanya mampu beli yg sasetan 😡 btw tektut cream ini lumayan thick, baunya khas produk Sulwhasoo. Bau akar ginseng, menurutku. Walaupun thick tapi gampang disebar ke seluruh wajah, cepat menyerap juga. Finishnya dewy abisss, bisa2 dikira makan bohlam😗 kupakai waktu kuli ... Read more",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,Syra,"Combination, 25 - 29",,24 May 2019,"Dari semua item rejuvenating dari sulwhasoo kayaknya emang serumnya doang yang bagus dan cocok di aku. Cream ini juga aku tidak cocok banget. Udah bau menyengat, enggak nyerap-nyerap juga, dan cuman bikin wajahku jadi kayak kilang minyak sumpah. Baru satu kali pake udah ... Read more",1
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,reynerleonardo,"Combination, 19 - 24",,06 May 2019,"Ini ak dapet yg travel size cukup besar yg 20ml ini enak banget kaya rna cream sk ii teksturnya thick dan wangi khas sulwhasoo, dan ak snengnya dia juga hemat bgt dipake bisa tahan lumayan lama scr makenya tu dikit bgt ya kaya dicolek dikit trus baur di dahi, pipi, dsb. ... Read more",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,farayanamina,"Combination, 30 - 34",,15 Apr 2019,"Pake ini yg travel sizenya, tanpa dibarengin dg skincare yg lain krn pengen tau reaksinya ke kulit gmn. Besok paginya pas ngaca kulit emg jd lbh glowing dan fresh sayang muncul bbrp calon jerawat kecil dipipi..hiks",4
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,Tanti_S,"Combination, 30 - 34",,11 Mar 2019,"Produk ini tekstur nya cukup rich dan bikin kulit lembab banget. Tapi emang butuh waktu agak lama untuk menyerap di kulit gw sih. But overall, I love it. Memang hasilnya gak instant sih ya di kulit gw",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,hellopatty,"Normal, 30 - 34",,10 Mar 2019,Cinta banget sama produk ini karena emang sebagus itu. Teksturnya rich dan bikin super duper lembab. Cuma pakainya harus irit banget karena harganya pricey. Tapi it’s really worth it. Dan aku suka packagingnya soalnya it looks elegant. Semoga bisa mirip Song Hye Kyo. He ... Read more,5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,nikehutagalung,"Oily, 19 - 24",,10 Mar 2019,"Pakai Concentrated Ginseng Renewing Cream EX sih enak ya, tapi sepertinya kudu sabar karena nyerapnya agak lama. Aku beli produk nya yang travel kit gitu, karena tau sendiri price nya gak kuat kalau beli yang full size. Efek yang aku dapat mungkin masih kurang memuaskan ... Read more",3
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,MerlynYu778,"Dry, 25 - 29",,10 Mar 2019,"Aku pakai produk Sulwhasoo pastinya karena anti aging, secara umur mendekati kepala tiga kan yah. Untuk yg ini teksturnya lembut dan konsistensinya seperti gel, wanginya juga enak. Aku pakai ini emang ngirit cuma di malam aja (versi travel). Selama pakai aku ngerasa kul ... Read more",4
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,Francaiscca,"Dry, 19 - 24",,10 Mar 2019,"Again aku pakai dri paketan basic kit nya, super miniiii 5 ml tpi packagingnya kyk yg full size versi kecil kan unyuu wkwk. Dan yapp gelasehhhh ini super duper moisturizingg!! cocok bgt buat kulit extra dry or mature skin. Aku kasih mamaku coba beliau suka sekalii, cuma ... Read more",4
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,ra_wijayanti,"Combination, 19 - 24",,08 Mar 2019,"Beli ini yg travel size se set itu, tp kurang suka sama teksturnya. Lama banget ga nyerep nyerep. Kalau dipake pas malem kan susah yak, pengen buru buru tidur tapi dia masih lengket aja. Wanginya enak sih tapi gingseng gitu khas produk Sulwhasoo lah.",3
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,ridha2710,"Dry, 25 - 29",,27 Feb 2019,"pake ini yg travel size nya, dan udah pake 2 jar. tekstur nya creamy bgt. wanginya sama seperti rangkaian ginseng yg lainnya,selalu buat jatuh hati. kalau dipake malam hari besok paginya wajah jd lembut dan glowing. kalau ku rasa dia jg bantu samarin bekas jerawar juga.",4
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,Farrasyifa,"Dry, 19 - 24",,21 Feb 2019,"Dapet ini freebies dari workshop nya sulwhasoo. Awalnya ga minat pake, sampe Pakdhe Danang reply story “awaas cream nya jangan dipake nanti buagggus” kan langsung penasaran, dan emang.... dikit secuil aja BISA ngelembabin kulit kering gue ini, pagi muka haluuuus cerah b ... Read more",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,Shanisafitria,"Dry, 25 - 29",,17 Feb 2019,"Cream yg rich bgt tapi gampang nyerap dikulit. Pas awal2 pemakaian (cuman dipake malam hari aja sbg cream malam) tumbuh beberapa jerawat kecil di dahi tapi kulit yg lain berasa lembuuuut, kenyal, alusss bgt. Sempat berpikir buat melawatkan beberapa step pengaplikasia ... Read more",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,almiraputridinda,"Combination, 30 - 34",,08 Feb 2019,"tekstur krimnya tick banget, aroma ginseng nya juga kuat banget, kalau kalian mau tahu ini melembabkan atau enggak jawabannya sangat sangat melembabkan ,bikin kulit jadi rileks, kenyal dan sehat. Kalau pakai krim ini di malam hari saat bangun pagi kulit jadi lebih glowi ... Read more",4
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,Santycasanty,"Normal, 30 - 34",,16 Dec 2018,"Pertama coba yang travel size.. dan jatuh cinta bangetttt.. wanginya ya khasnya sulwhasoo kyk wangi ginseng ginseng yg menenangkan.. super rich tapi gampang nyerep di kulit,, kulit jadi bouncy bouncy kenyalll.. dan berasa sehat gitu kulitnya..",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,nindynidya,"Dry, 19 - 24",,01 Dec 2018,give it a try on the sample size first and ended up i loooooooooove this product that much! this gives moisture that i want! calming all my redness and other skin madness. but yes lets just start crying for not able to repurchase the real size 🤣🤣🤣🤣,5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,withdiandra,"Combination, 25 - 29",,26 Nov 2018,suka banget sama teksturnya yang gampang diaplikasikan ke wajah . ada aroma khas rempahnya juga . bikin ketagihan memakai skin care ini namun harganya juga yang sangat mahal . akan tetapi harga memang nggak bohong menurut saya,5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,LyonitaPricilia,"Combination, 19 - 24",,14 Nov 2018,"Coba ini karena dikasih trial size nya. Pertama coba langsung kerasa efek nya. Teksturnya rich bgt dan super melembabkan. Waktu itu pake pas wajah lagi kering dan kusam, malem nya pake ini dan voila besok pagi kulit jadi lembab, lama-kelamaan dipake jadi glowing gitu. S ... Read more",4
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,AnnisaPrawoto,"Dry, 35 - 39",,14 Oct 2018,"suka banget sama produk ini . Dari pemakaian pertama sudah brasa enak di kulit muka.so far ini cream malam terenak yang pernah aku coba, apalagi jenis kulit muka aku sensitive banget dan ga bisa sembarangan pemakaian ingredients",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,Lindz,"Combination, 40 - 44",,13 Oct 2018,"kulit muka saya type kombinasi.kecenderungan bbrp produk lain membuat kulit terasa ber layer tapi cream ini bertekstur halus dgn wewangian ginseng ( soft ) , membuat kulit saya tidak lengket dan segar.",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,dchen1,"Dry, 30 - 34",,30 Sep 2018,"pake produk ini kurleb sebulan lah. rasanya si mukaku jd lebih sehat, ga oily, trus sehat aja rasanya. baunya ginseng gitu. tp aku si ga masalah. teksturnya rich cream gitu. oklah buat mukaku yg gampang kering. selama pake ini, kulit terasa lembab aja terus. ok bange ... Read more",5
Sulwhasoo,Concentrated Ginseng Renewing Cream EX,Pamelivia,"Normal, 19 - 24",,23 Sep 2018,Buat aku yg masih remaja kayanya belom butuh banget produk ini karena katanya untuk anti aging. Tapi aku suka kalau mukaku lagi kering pake ini langsung lembab lagi. Walau agak lengket tp enak saat di aplikasikan ke muka. Baunya memang seperti herbal yaa. Tapi harganya ... Read more,4
